date,price_65_m1,price_62_m1,Ukraine Concentrate fines,lump premium,IOCJ Import margin,rebar steel margin ,indian pellet premium,(IOCJ+SSF)/2-PBF,62 Index,65 Index,IOCJ Inventory,IOCJ Weekly shipment,Y
2022-12-14,102.58785363021424,79.76365727508666,990.0,0.135,-13.02,-105.0,9.45,-34.5,109.75,122.9,1389.02,284.7,2.237766197528784
2022-12-15,104.90940854951108,81.5589807507317,1000.0,0.135,-39.03,-69.0,9.45,-35.0,113.15,128.0,1389.02,284.7,-0.28492302615221904
2022-12-16,104.61092291703008,81.6322592599417,995.0,0.135,-42.47,-54.0,9.6,-31.5,112.7,126.9,1389.02,284.7,-2.9355921975075563
2022-12-19,101.58461025437524,78.95759367377664,977.0,0.135,-38.02,-78.0,9.6,-27.0,109.2,123.8,1389.02,275.1,1.2652236903708802
2022-12-20,102.87804799512634,80.05677131192667,982.0,0.135,-28.71,-87.0,9.6,-27.0,110.5,124.4,1367.41,275.1,2.1921088211054727
2022-12-21,105.1581465765786,82.76807615269674,996.0,0.1275,-47.67,-86.0,9.6,-30.0,114.25,129.4,1367.41,275.1,-1.078092090772978
2022-12-22,104.03053418720584,81.3391452231017,987.0,0.123,-33.34,-96.0,9.2,-31.0,111.65,126.6,1367.41,275.1,-0.29532686987429324
2022-12-23,103.7237572871559,81.0093919316567,989.0,0.123,-32.58,-90.0,8.75,-30.0,112.5,126.1,1367.41,275.1,2.1900705350211247
2022-12-27,106.020438403746,83.39094348098173,989.0,0.115,-34.36,-96.0,8.05,-29.0,114.65,129.0,1390.3,370.6,-0.1878669828477337
2022-12-28,105.821447982092,83.06119018953673,989.0,0.1035,-33.64,-87.0,8.0,-30.0,114.75,129.0,1390.3,370.6,1.3850205838979366
2022-12-29,107.29729360935929,84.60003888294676,989.0,0.1,-30.53,-96.0,7.6,-28.5,115.55,129.3,1390.3,370.6,1.0989543836604632
2022-12-30,108.48294487171448,85.77249503030679,989.0,0.1,-41.56,-78.0,7.6,-30.0,117.35,132.3,1390.3,370.6,-0.10738667903190176
2023-01-03,108.36651116823364,85.99403397571437,989.0,0.087,-41.27,-34.0,7.35,-30.5,117.65,132.0,1453.4,417.4,-0.7085673514960147
2023-01-04,107.60137540250244,85.18172450921986,989.0,0.087,-32.29,-27.0,7.25,-24.5,117.0,131.2,1453.4,417.4,0.05408955817070654
2023-01-05,107.65959225424284,84.99710872138019,989.0,0.1045,-31.55,-6.0,7.25,-23.5,117.2,131.1,1453.4,417.4,2.0642934852751704
2023-01-06,109.9050993928018,87.06480554518441,989.0,0.1045,-40.89,20.0,7.25,-24.5,119.8,133.5,1453.4,417.4,-0.3866716975159246
2023-01-09,109.48094804440731,86.47403502409749,979.0,0.1045,-47.4,43.0,7.25,-23.5,118.7,132.5,1453.4,275.4,1.9781774009477928
2023-01-10,111.66823833122588,88.72634763574136,979.0,0.1045,-67.73,53.0,7.25,-22.0,122.15,137.2,1452.43,275.4,1.419827149624909
2023-01-11,113.26504340753444,90.12942762332278,979.0,0.1155,-54.69,65.0,7.25,-17.5,124.0,138.3,1452.43,275.4,0.03670667735670444
2023-01-12,113.30662687306332,90.12942762332278,979.0,0.1155,-52.34,55.0,6.75,-13.0,123.65,137.9,1452.43,275.4,2.4076579964140454
2023-01-13,116.06776898418023,91.90173918658354,989.0,0.1155,-41.99,49.0,6.75,-16.0,127.0,140.4,1452.43,275.4,-4.791994962275896
2023-01-16,110.6369683861099,88.43096237519791,969.0,0.112,-22.89,57.0,6.75,-10.0,120.75,134.5,1452.43,138.9,0.9501436833377621
2023-01-17,111.6931884105432,89.13250236898863,969.0,0.112,-34.12,60.0,6.7,-10.0,121.5,136.0,1426.88,138.9,0.9264472415482523
2023-01-18,112.73277504876492,90.27712025359452,969.0,0.112,-38.18,52.0,6.7,-14.0,122.7,136.0,1426.88,138.9,1.5591575958609383
2023-01-19,114.50423068029475,91.31096866549665,983.0,0.112,-38.47,41.0,6.7,-14.5,124.95,138.6,1426.88,138.9,1.9990598827590436
2023-01-20,116.8162713636999,93.26789601659704,988.0,0.112,-34.91,30.0,6.7,-14.5,126.65,140.9,1426.88,138.9,0.014237915593204246
2023-01-23,116.83290474991144,93.5632812771405,988.0,0.112,-34.91,30.0,6.7,-14.5,126.65,140.9,1426.88,272.3,-0.34227072775021716
2023-01-24,116.4337034808343,92.67712549551013,988.0,0.112,-34.91,30.0,6.7,-14.5,126.65,140.9,1426.88,272.3,-0.06430638641099098
2023-01-25,116.35885324288232,92.93558759848564,988.0,0.112,-34.91,30.0,6.7,-14.5,126.8,140.9,1426.88,272.3,0.5275176190671333
2023-01-26,116.9742885327096,93.30481917416496,988.0,0.112,-34.91,30.0,6.7,-14.5,127.4,141.4,1426.88,272.3,0.5671762811710179
2023-01-27,117.6396239811715,93.71097390741222,988.0,0.112,-34.91,30.0,6.7,-14.5,127.4,141.8,1426.88,272.3,1.7172316145746085
2023-01-30,119.6772137920861,95.1509770525616,1014.0,0.112,-45.49,69.0,6.7,-7.5,129.8,144.2,1426.88,248.0,-0.5155727995497063
2023-01-31,119.06177850225885,94.44943705877088,1014.0,0.125,-42.12,68.0,6.7,-4.5,128.95,143.7,1656.99,248.0,-0.8156996215899031
2023-02-01,118.09454225978652,93.63265733577836,1014.0,0.125,-33.44,44.0,8.0,-8.0,126.7,143.0,1656.99,248.0,-1.4150340989469699
2023-02-02,116.43523180933836,91.85059248561286,1004.0,0.1325,-27.02,52.0,8.85,-3.5,125.15,140.0,1656.99,248.0,0.5997447649971042
2023-02-03,117.1356442607838,92.63024585756028,1014.0,0.1325,-39.05,50.0,8.65,-6.0,126.25,141.5,1656.99,248.0,-1.0879007953956938
2023-02-06,115.86823125340632,91.36794992202638,1014.0,0.133,-38.17,35.0,9.15,-8.0,124.05,139.5,1656.99,199.7,-1.6616860956140382
2023-02-07,113.95877349887049,89.80864317813158,1014.0,0.133,-28.06,21.0,9.15,-5.0,121.7,138.2,1687.89,199.7,0.35788666180104317
2023-02-08,114.36734742888032,90.25415939067295,1025.0,0.133,-26.29,15.0,9.1,-4.5,122.9,137.6,1687.89,199.7,1.483545680575636
2023-02-09,116.07668734014604,91.9248451877031,1040.0,0.128,-29.79,18.0,8.7,-6.0,125.5,139.6,1687.89,199.7,0.4729835390736784
2023-02-10,116.6270114091389,92.4446141023347,1042.0,0.128,-34.96,8.0,8.7,-8.0,126.1,140.3,1687.89,199.7,-3.1594188887468366
2023-02-13,112.99987549986776,89.40025331663533,1027.0,0.128,-32.54,9.0,8.55,-3.0,121.85,136.9,1687.89,278.3,1.4577410831108972
2023-02-14,114.65918595031592,90.922433709485,1047.0,0.128,-28.93,4.0,8.85,-4.0,123.75,138.0,1694.82,278.3,0.5728596935859439
2023-02-15,115.31790718441346,91.66496073038728,1057.0,0.128,-27.96,4.0,8.4,-6.0,123.6,139.0,1694.82,278.3,0.8854393233402744
2023-02-16,116.34351113117287,92.40748775128958,1060.0,0.128,-31.1,23.0,8.4,-3.5,124.75,140.2,1694.82,278.3,1.6983886657154015
2023-02-17,118.3363513204046,93.33564652741744,1065.0,0.1125,-35.55,33.0,8.5,-3.5,127.3,141.5,1694.82,278.3,1.350757143628744
2023-02-20,119.94563231003524,95.60035394116942,1065.0,0.1075,-46.65,37.0,8.6,-3.0,129.55,143.7,1694.82,192.7,1.8390847913056878
2023-02-21,122.17194331641548,96.52851271729728,1075.0,0.1075,-51.04,46.0,8.8,-6.5,131.85,146.9,1861.55,192.7,-0.7054582183316214
2023-02-22,121.31310423904785,96.67701812147772,1065.0,0.102,-68.28,61.0,8.75,-12.0,130.6,145.5,1861.55,192.7,-0.30977892807020024
2023-02-23,120.93788328291632,96.26862825998148,1065.0,0.097,-67.22,68.0,9.05,-11.0,130.2,145.3,1861.55,192.7,-2.4709849363303324
2023-02-24,117.98614509468187,94.11529989936484,1065.0,0.097,-52.98,43.0,8.55,-8.0,126.65,141.8,1861.55,192.7,-3.202686306742803
2023-02-27,114.26728850724524,91.25657086889105,1050.0,0.097,-43.26,49.0,8.4,-9.0,122.5,136.7,1861.55,248.1,0.9513852217070785
2023-02-28,115.3595984017614,92.1847296450189,1050.0,0.097,-42.72,44.0,8.05,-7.0,124.1,137.3,1840.27,248.1,1.9494916576016441
2023-03-01,117.63058860711352,94.16438550854646,1060.0,0.093,-42.44,25.0,8.05,-15.0,126.8,141.3,1840.27,248.1,0.11391955664187955
2023-03-02,117.76466920964351,94.3511454956717,1060.0,0.104,-32.68,36.0,7.65,-13.0,127.25,141.3,1840.27,248.1,-0.6424922158550158
2023-03-03,117.0104658204122,93.75351353687093,1060.0,0.104,-26.0,57.0,7.5,-14.0,127.45,142.0,1840.27,248.1,-0.5673875960517872
2023-03-06,116.34844284542024,93.15588157807017,1045.0,0.1175,-33.93,72.0,7.55,-12.0,125.35,139.2,1840.27,216.0,1.9895832232719604
2023-03-07,118.68647335203738,94.9114254570474,1055.0,0.1175,-53.75,77.0,7.5,-11.5,128.0,143.0,1822.32,216.0,0.15521380285551964
2023-03-08,118.87083418051614,94.68731347249714,1055.0,0.106,-57.16,74.0,7.5,-13.5,127.9,143.0,1822.32,216.0,0.7514871900348636
2023-03-09,119.7674982099356,95.24759343387284,1055.0,0.106,-59.89,69.0,7.1,-14.0,129.0,143.7,1822.32,216.0,0.9886594488918371
2023-03-10,120.9574635573895,96.18139336949906,1055.0,0.093,-69.51,86.0,7.45,-15.0,129.95,145.0,1822.32,216.0,1.907695265193847
2023-03-13,123.28711402634852,97.93693724847633,1075.0,0.093,-64.88,101.0,7.55,-16.5,132.35,148.6,1822.32,274.8,0.5558205863655905
2023-03-14,123.97427711431484,98.60927320212718,1075.0,0.093,-59.09,107.0,7.2,-13.0,133.0,148.6,1783.91,274.8,0.5191314540870736
2023-03-15,124.61954001399054,97.26460129482544,1080.0,0.093,-62.65,99.0,7.1,-16.0,133.1,149.5,1783.91,274.8,-1.9968063614670895
2023-03-16,122.15580894250152,96.21874536692413,1065.0,0.1105,-52.95,86.0,7.1,-17.0,130.45,146.2,1783.91,274.8,1.1323449775806909
2023-03-17,123.54689519375042,97.33930528967556,1075.0,0.1105,-58.07,88.0,7.0,-12.0,132.0,147.3,1783.91,274.8,-3.6400303015332676
2023-03-20,119.13061534791804,94.01497751884628,1060.0,0.116,-39.63,79.0,6.8,-13.5,129.5,142.7,1783.91,203.3,-1.2956392083351167
2023-03-21,117.59706845648104,92.14737764759386,1050.0,0.116,-31.35,69.0,6.85,-11.0,124.7,140.7,1729.92,203.3,-2.3869891188291565
2023-03-22,114.82327599164134,89.79420180981582,1035.0,0.116,-33.33,47.0,6.7,-15.0,121.4,137.6,1729.92,203.3,-1.4629924601801965
2023-03-23,113.15564849767428,88.18806592053875,1020.0,0.128,-18.08,67.0,6.6,-11.0,120.3,136.4,1729.92,203.3,1.075437589515331
2023-03-24,114.37913399576068,88.0760099282636,1030.0,0.128,-17.24,70.0,6.85,-13.5,121.1,137.2,1729.92,203.3,0.802689657162068
2023-03-27,115.3009381381545,89.86890580466591,1035.0,0.128,-15.74,45.0,6.75,-14.0,121.65,136.9,1729.92,234.0,1.3069249886698482
2023-03-28,116.8177249542753,91.77385767334336,1045.0,0.128,-16.04,52.0,6.85,-16.0,123.7,139.1,1662.72,234.0,0.5508473348542923
2023-03-29,117.462987853951,92.93176959351987,1050.0,0.1315,-19.43,39.0,6.8,-17.5,125.1,140.0,1662.72,234.0,1.7187536305229123
2023-03-30,119.49933700487558,94.38849749309674,1062.0,0.1325,-26.31,40.0,6.45,-16.0,128.0,143.3,1662.72,234.0,-0.11928570337004893
2023-03-31,119.35687636468748,94.72466546992216,1062.0,0.1325,-21.12,48.0,6.55,-13.0,127.3,143.5,1662.72,234.0,-3.1700875994983955
2023-04-03,115.6325036606146,91.7739770087984,1050.0,0.1375,-12.97,34.0,6.85,-16.0,122.4,138.4,1662.72,219.1,-1.6309500512387116
2023-04-04,113.76189112598978,89.84468070729439,1040.0,0.1475,-7.36,22.0,6.55,-15.0,121.3,136.2,1600.78,219.1,-0.5719607050258501
2023-04-05,113.113075066683,89.12592326163603,1040.0,0.1475,-7.36,22.0,6.55,-15.0,120.45,135.8,1600.78,219.1,-0.5977304108459638
2023-04-06,112.43898045961096,88.78545920842944,1030.0,0.151,6.37,-6.0,6.65,-18.5,119.6,135.3,1600.78,219.1,0.007493724009648839
2023-04-10,112.44740664219935,89.20158194012639,1025.0,0.151,3.61,-32.0,6.85,-15.0,119.65,134.6,1600.78,189.2,1.7382698860170458
2023-04-11,114.419133367885,90.4877794744624,1030.0,0.151,-17.73,-45.0,6.65,-16.5,122.0,135.9,1540.65,189.2,-1.2747523097233557
2023-04-12,112.96982996268018,89.20158194012639,1025.0,0.1575,-8.7,-39.0,6.8,-16.0,120.75,135.5,1540.65,189.2,-1.2458882261804365
2023-04-13,111.57108365300576,87.99104308428073,1015.0,0.162,-2.93,-61.0,6.95,-14.5,118.95,133.8,1540.65,189.2,0.1056763383369268
2023-04-14,111.68905020924338,88.02887242352591,1020.0,0.162,4.92,-49.0,6.75,-16.5,118.9,134.1,1540.65,189.2,0.1583054116739049
2023-04-17,111.86600004359975,88.74762986918427,1025.0,0.1605,1.95,-36.0,6.75,-19.0,120.0,134.2,1540.65,253.0,0.7803160842354474
2023-04-18,112.7423230327934,88.93677656541016,1030.0,0.1605,1.85,-23.0,6.8,-23.0,120.45,135.1,1515.55,253.0,-0.29940142126047775
2023-04-19,112.40527572925738,88.48282449446803,1025.0,0.1605,-8.64,-35.0,6.75,-22.0,120.7,135.3,1515.55,253.0,-1.541048777740515
2023-04-20,110.68633448122377,87.0831389423965,1018.0,0.1605,-8.86,-40.0,6.65,-19.0,118.2,133.3,1515.55,253.0,-6.040578157369544
2023-04-21,104.19817388815568,81.78703144807177,978.0,0.1535,5.1,-60.0,6.65,-21.5,112.15,125.9,1515.55,253.0,-3.5810716242713614
2023-04-24,100.53278446220165,78.6850256299673,948.0,0.1535,4.84,-66.0,6.5,-21.0,106.8,121.3,1515.55,275.5,-1.4181042915359383
2023-04-25,99.1171857873504,77.13402272091506,938.0,0.1535,19.16,-75.0,6.35,-25.5,104.35,118.8,1467.88,275.5,2.26107552291799
2023-04-26,101.38382890363005,79.3281243971353,938.0,0.154,-2.11,-56.0,6.35,-28.5,107.75,121.6,1467.88,275.5,-1.0611287268657812
2023-04-27,100.31370371490324,78.79851364770283,938.0,0.154,6.99,-71.0,6.35,-33.0,106.05,120.5,1467.88,275.5,0.7531416352831815
2023-04-28,101.07206014785925,79.06331902241907,933.0,0.154,8.86,-64.0,6.35,-32.5,106.5,120.4,1467.88,275.5,0.16996689738072374
2023-05-02,101.24399526761404,79.4917409481563,933.0,0.154,8.86,-64.0,6.35,-32.5,106.4,120.7,1385.57,284.9,-0.8356119562983133
2023-05-03,100.40151318081551,78.86858178344758,933.0,0.154,8.86,-64.0,6.35,-32.5,106.2,120.1,1385.57,284.9,-1.6315265435763961
2023-05-04,98.77672629913266,76.99910428932141,915.0,0.1455,19.51,-46.0,6.05,-24.5,104.05,117.2,1385.57,284.9,-1.1730853249939746
2023-05-05,97.62476099677548,76.88226194593854,905.0,0.1455,17.57,-52.0,5.9,-20.5,103.65,115.8,1385.57,284.9,5.399306342526886
2023-05-08,103.0407172690517,81.8675352636083,920.0,0.1455,-28.3,11.0,5.9,-24.5,109.95,123.3,1385.57,267.3,-2.929185973270193
2023-05-09,100.06623969729364,79.72542563492208,911.0,0.137,0.62,19.0,5.9,-21.0,106.0,120.2,1385.57,267.3,1.1701034556119838
2023-05-10,101.24399526761404,80.50437459080797,911.0,0.137,-9.89,16.0,5.9,-20.0,107.5,121.5,1385.57,267.3,-4.19654121178781
2023-05-11,97.08316536954788,76.25910278122981,896.0,0.137,-3.76,18.0,5.9,-13.5,102.85,117.0,1385.57,267.3,0.8640505176241595
2023-05-12,97.92564745634638,77.46647366285296,896.0,0.137,-9.74,26.0,5.9,-11.5,103.05,117.1,1385.57,267.3,4.640029673472705
2023-05-15,102.57649244571373,81.9454301591969,916.0,0.137,-31.85,34.0,5.9,-18.5,108.4,122.6,1385.57,244.1,-0.09223159166375361
2023-05-16,102.48192812984858,81.67279802463683,916.0,0.1465,-29.04,30.0,6.2,-16.0,108.4,122.6,1321.45,244.1,2.411752413676707
2023-05-17,104.98358412228094,84.20438213126602,936.0,0.1465,-32.04,54.0,6.2,-16.5,111.0,124.5,1321.45,244.1,-1.1199063028039116
2023-05-18,103.8144253079483,82.91911635405428,936.0,0.1465,-25.32,47.0,6.15,-14.0,110.3,123.8,1321.45,244.1,-1.3254059735923258
2023-05-19,102.44754110589764,82.06227250257977,936.0,0.125,-26.5,55.0,6.15,-13.5,108.4,122.7,1321.45,244.1,-2.6788455064796746
2023-05-22,99.73956296975952,79.53068839595059,926.0,0.125,-18.22,30.0,6.0,-10.5,104.85,118.7,1321.45,238.3,-2.354691507560253
2023-05-23,97.41843885306972,77.54436855844155,921.0,0.125,-16.51,39.0,5.85,-14.5,102.4,115.3,1316.13,238.3,-3.6851478238308055
2023-05-24,93.89376889809633,74.07804570474929,901.0,0.1325,20.73,8.0,5.85,-7.0,97.35,110.2,1316.13,238.3,0.08236855817367182
2023-05-25,93.971139701986,74.38962528710364,900.0,0.1325,12.82,14.0,5.85,-5.0,98.1,110.8,1316.13,238.3,4.236138173872711
2023-05-26,98.03740528418702,78.7517394400647,920.0,0.1385,8.15,20.0,5.85,-14.5,102.45,114.9,1316.13,238.3,1.41920452628389
2023-05-29,99.43867651018864,80.42647969521938,925.0,0.1385,-0.32,9.0,5.85,-16.5,104.45,116.9,1316.13,311.6,-2.087867936190071
2023-05-30,97.38405182911876,78.94647667903617,920.0,0.141,12.19,-16.0,6.0,-13.0,102.65,115.5,1297.92,311.6,0.29089006364037745
2023-05-31,97.6677447767142,78.44015985771034,920.0,0.145,-5.87,-11.0,5.85,-14.5,103.2,115.5,1297.92,311.6,3.2642672985239187
2023-06-01,100.90848650931063,81.88543756341161,930.0,0.145,5.55,2.0,5.85,-18.0,104.35,117.5,1297.92,311.6,1.5887662967516476
2023-06-02,102.52448979914983,83.44783094157847,935.0,0.145,3.55,29.0,6.0,-14.0,104.35,117.5,1297.92,311.6,1.076235971764413
2023-06-05,103.63385421974216,83.84844462828792,945.0,0.147,-0.34,80.0,6.0,-16.5,109.0,119.9,1297.92,276.4,0.9061985154821441
2023-06-06,104.57725073489152,85.37077663778382,950.0,0.142,4.92,71.0,6.05,-17.5,109.9,120.8,1246.17,276.4,0.9311673533973299
2023-06-07,105.55558786171312,86.13194264253178,950.0,0.1285,-13.61,56.0,6.05,-17.0,111.1,122.6,1246.17,276.4,2.2097633749281664
2023-06-08,107.91407914958654,88.29525655076282,965.0,0.1285,-18.83,48.0,6.05,-18.5,114.5,125.0,1246.17,276.4,1.7969358847604298
2023-06-09,109.87075340322968,90.21820224696816,980.0,0.1285,-16.41,59.0,6.05,-17.5,116.65,127.4,1246.17,276.4,-3.462008633475412
2023-06-12,106.1321079543044,87.53409054601485,970.0,0.123,-1.55,63.0,6.05,-17.5,112.4,122.8,1246.17,355.9,2.085105676436803
2023-06-13,108.36830710132512,89.37691350487832,986.0,0.117,-3.86,86.0,6.1,-17.0,112.9,125.3,1315.12,355.9,0.6908212869906476
2023-06-14,109.1195302522774,90.338386352981,986.0,0.117,-13.54,84.0,6.1,-18.5,114.3,126.4,1315.12,355.9,0.7337726335144343
2023-06-15,109.92316432073795,90.7790614083614,991.0,0.106,-13.98,77.0,6.1,-18.0,115.4,126.9,1315.12,355.9,0.09531374828015865
2023-06-16,110.02798615575456,91.33992056975464,991.0,0.103,-8.76,102.0,6.1,-17.0,115.5,126.9,1315.12,355.9,0.25372674569669573
2023-06-19,110.30751104913216,91.5802887817803,991.0,0.095,-17.79,107.0,6.1,-18.5,115.15,127.0,1315.12,286.5,-0.5558658003827494
2023-06-20,109.69605034486868,90.45857045899383,991.0,0.0855,-11.99,89.0,6.1,-18.0,114.75,126.5,1310.18,286.5,-1.8809331957496227
2023-06-21,107.65202456204504,88.89617708082699,987.0,0.083,0.56,83.0,6.1,-15.0,112.4,123.8,1310.18,286.5,0.7356838225708409
2023-06-22,108.44692347758756,89.17660666152359,987.0,0.083,0.56,83.0,6.1,-15.0,112.4,125.0,1310.18,286.5,-2.009586400313814
2023-06-23,106.28934070682928,87.45396780867297,987.0,0.083,0.56,83.0,6.1,-15.0,112.15,122.5,1310.18,286.5,-0.18919925028558188
2023-06-26,106.08843218971414,87.21359959664728,980.0,0.083,1.28,40.0,6.0,-16.5,109.45,122.2,1310.18,382.3,2.745015621477796
2023-06-27,109.04091387601494,90.17814087829724,1005.0,0.0935,3.62,53.0,6.0,-20.5,113.95,125.4,1288.11,382.3,0.5591962167157541
2023-06-28,109.65237458027843,90.69893867101952,1005.0,0.0935,-4.46,37.0,7.15,-19.5,113.5,127.1,1288.11,382.3,-0.1833911928094544
2023-06-29,109.45146606316328,90.37844772165197,1015.0,0.0935,3.08,32.0,6.45,-7.5,113.5,127.1,1288.11,382.3,-1.8038820589678355
2023-06-30,107.49479180952014,88.89617708082699,1015.0,0.102,16.0,54.0,6.55,-1.5,111.6,124.6,1288.11,382.3,-0.49120033269617147
2023-07-03,106.96807171898756,88.48858342158431,1015.0,0.113,17.85,45.0,6.25,-0.5,110.55,122.9,1288.11,317.4,0.3849781549591546
2023-07-04,107.38066912323806,88.7738989830542,1015.0,0.113,15.3,57.0,6.25,0.0,110.5,123.5,1252.37,317.4,0.8871583844285318
2023-07-05,108.33754395437222,89.30377074006967,1015.0,0.117,2.57,47.0,6.25,0.0,111.55,125.5,1252.37,317.4,0.5656123676337785
2023-07-06,108.95205072666022,89.67060503338807,1015.0,0.112,3.43,46.0,6.05,-2.5,111.85,125.5,1252.37,317.4,-2.0431299609363314
2023-07-07,106.748605014599,87.59187737125043,1013.0,0.112,9.82,23.0,5.9,4.5,109.45,123.2,1252.37,317.4,-3.4553987696271826
2023-07-10,103.12301505809988,84.33112809730906,1008.0,0.112,24.99,2.0,5.5,14.5,105.4,119.1,1252.37,331.8,1.755171206853916
2023-07-11,104.94897803861276,86.40985575944669,1013.0,0.127,14.22,0.0,5.4,8.5,107.6,121.8,1234.89,331.8,2.6985174996919286
2023-07-12,107.8196025320152,88.85541771490273,1025.0,0.1375,13.07,-5.0,5.5,4.5,110.55,125.2,1234.89,331.8,0.8109029189832895
2023-07-13,108.69746934956947,89.91516122893367,1025.0,0.1375,15.03,-9.0,5.65,5.5,111.75,125.8,1234.89,331.8,3.5698246027118277
2023-07-14,112.64787002856367,93.21666986879931,1035.0,0.1455,-5.72,-6.0,5.65,2.0,115.8,130.4,1234.89,331.8,-1.444295121698753
2023-07-17,111.03259508426385,91.7493326955257,1030.0,0.1455,-1.65,-20.0,5.55,4.0,115.05,128.8,1234.89,283.7,0.9442940800282087
2023-07-18,112.08603526532896,92.68679811178386,1035.0,0.1455,-4.3,-32.0,5.4,2.5,115.85,129.4,1190.89,283.7,-1.1579947430959534
2023-07-19,110.79557104352418,91.91237015922276,1030.0,0.1455,1.84,-33.0,5.4,3.0,114.0,128.1,1190.89,283.7,1.6190231041220071
2023-07-20,112.60397668768596,93.8688197235876,1040.0,0.1455,-12.72,-26.0,5.4,-2.5,116.25,130.3,1190.89,283.7,-0.790517950711315
2023-07-21,111.71733120195616,92.27920445254118,1035.0,0.1475,2.17,-10.0,5.4,-7.5,115.35,127.0,1190.89,283.7,-0.6701645297179744
2023-07-24,110.97114440703504,92.03464825699558,1035.0,0.1475,7.87,-3.0,5.4,-6.0,114.5,126.3,1190.89,340.0,1.5853416317498208
2023-07-25,112.74443537849466,93.46122606434491,1045.0,0.142,4.93,8.0,5.4,-10.0,116.75,129.1,1220.01,340.0,0.1944693545861135
2023-07-26,112.96390208288322,93.33894796657212,1055.0,0.142,11.37,2.0,5.4,-14.5,116.45,129.8,1220.01,340.0,-2.7496119099254672
2023-07-27,109.90014688961882,90.44503298594915,1040.0,0.138,24.14,12.0,5.4,-18.0,113.1,126.8,1220.01,340.0,-2.286506398886825
2023-07-28,107.41578379594024,88.36630532381152,1025.0,0.14,38.94,10.0,5.4,-15.5,109.4,122.7,1220.01,340.0,0.5054221242621009
2023-07-31,107.9600612228239,88.89617708082699,1028.0,0.14,27.89,7.0,5.4,-18.0,110.05,123.3,1220.01,367.3,-1.4528502611023224
2023-08-01,106.40290217609233,86.86922841774624,1028.0,0.1435,36.09,-1.0,5.4,-18.5,109.55,122.2,1262.79,367.3,-1.9847786369021503
2023-08-02,104.3118600276242,85.8350709365826,1018.0,0.1435,43.64,-2.0,5.45,-17.5,106.95,119.3,1262.79,367.3,-2.7062560215706815
2023-08-03,101.5267698468986,83.84948857274838,1003.0,0.1365,46.81,-44.0,5.45,-17.0,103.75,116.0,1262.79,367.3,0.6899891997243701
2023-08-04,102.22971593085173,83.27036038329676,1008.0,0.1325,43.8,-64.0,5.45,-22.0,105.03,116.6,1262.79,367.3,-0.619899832916035
2023-08-07,101.59795426046348,83.84948857274838,1000.0,0.1325,46.43,-60.0,5.45,-15.5,104.1,115.9,1262.79,316.2,-0.8001801323491136
2023-08-08,100.78823155616304,82.64986589459858,995.0,0.1325,52.04,-74.0,5.45,-17.5,104.8,115.0,1238.75,316.2,0.8964728696884463
2023-08-09,101.69583282911518,83.84948857274838,995.0,0.1325,46.54,-72.0,5.45,-16.5,104.8,115.0,1238.75,316.2,-0.8788175024109373
2023-08-10,100.80602765955427,83.2289940840502,995.0,0.1385,41.76,-88.0,5.45,-14.5,103.35,115.9,1238.75,316.2,1.78466813524501
2023-08-11,102.6212302054585,84.80091345541895,1000.0,0.1365,37.96,-95.0,5.45,-14.0,105.1,117.4,1238.75,316.2,-2.094087999315677
2023-08-14,100.49459585020794,82.93942998932438,990.0,0.1365,41.58,-114.0,5.45,-12.5,103.45,115.2,1238.75,399.5,0.5386564306877035
2023-08-15,101.0373770036401,83.60129077726911,990.0,0.139,32.8,-101.0,5.45,-13.5,104.1,116.5,1317.58,399.5,-0.1586462522060217
2023-08-16,100.87721207311914,83.27036038329676,990.0,0.139,25.64,-90.0,5.45,-13.5,104.45,116.1,1317.58,399.5,4.189048936671613
2023-08-17,105.1927671454895,87.07605991397897,1000.0,0.139,10.52,-87.0,5.5,-19.5,108.8,120.7,1317.58,399.5,0.9513057388615772
2023-08-18,106.19824698709331,88.15158369438916,1000.0,0.139,3.79,-101.0,5.6,-26.0,109.35,121.8,1317.58,399.5,0.2844714100439908
2023-08-21,106.50078074474402,88.89617708082699,1005.0,0.139,14.11,-130.0,5.9,-28.5,110.35,122.2,1317.58,381.1,2.703535629907665
2023-08-22,109.41934170090376,91.54362023260592,1015.0,0.1325,4.8,-124.0,6.05,-41.5,113.3,125.4,1417.63,381.1,2.092294881651682
2023-08-23,111.73283514176212,93.6946677934263,1015.0,0.1325,-10.91,-128.0,6.15,-38.0,116.5,127.7,1417.63,381.1,-1.1131246064125724
2023-08-24,110.49600595607248,92.7846092100023,1005.0,0.129,-10.02,-125.0,6.15,-36.5,114.5,126.5,1417.63,381.1,1.4311657427464666
2023-08-25,112.08875720958646,94.19106338438483,1010.0,0.129,-15.8,-107.0,6.15,-34.5,116.21,128.3,1417.63,381.1,-1.2782789698561827
2023-08-28,110.66506893828904,93.07417330472812,1005.0,0.1275,-11.13,-134.0,6.15,-37.5,113.95,126.0,1417.63,422.1,-0.06434489082295598
2023-08-29,110.59388452472416,93.48783629719355,1005.0,0.1275,-7.96,-129.0,6.15,-38.0,114.05,125.9,1444.93,422.1,1.421976348575791
2023-08-30,112.17773772654256,94.6874589753434,1010.0,0.124,-7.05,-128.0,6.15,-38.5,116.45,127.7,1444.93,422.1,1.3550983377434016
